Job Title,Years of Experience,Department,Salary Range,Work Location,Training Hours,Satisfaction Score,Last Evaluation Score,Average Monthly Hours,Attrition
Consultant,10,Sales,Medium,Remote,15,3,3,262,0
Assistant,7,Sales,High,Remote,10,6,3,163,0
Assistant,12,Marketing,High,Office,90,7,0,264,0
Executive,20,Marketing,Low,Remote,25,8,6,144,0
Executive,14,Engineering,Medium,Remote,94,10,4,137,0
Assistant,27,Engineering,Low,Remote,97,8,0,209,0
Consultant,2,Sales,High,Office,71,4,4,200,0
Assistant,22,Sales,Low,Office,64,5,7,184,0
Consultant,13,Customer Support,High,Office,1,6,9,254,0
Executive,29,Sales,High,Remote,90,9,7,292,1
Manager,14,Engineering,Low,Remote,44,1,1,172,0
Executive,1,Marketing,Medium,Office,42,8,0,102,0
Executive,28,Engineering,Low,Office,2,0,1,158,0
Director,18,Customer Support,Low,Remote,33,5,5,199,0
Director,11,Customer Support,Medium,Office,79,5,4,129,0
Director,24,Marketing,Medium,Office,64,6,3,115,0
Director,19,Engineering,Low,Remote,63,1,7,128,0
Consultant,3,Customer Support,High,Remote,6,5,4,297,0
Assistant,2,Engineering,Low,Office,34,5,3,199,0
Manager,4,Customer Support,High,Remote,21,8,10,123,0
Executive,2,Marketing,Medium,Remote,47,7,7,106,0
Consultant,24,Customer Support,Medium,Office,31,4,0,276,0
Manager,14,Engineering,High,Remote,25,6,8,290,0
Consultant,18,Engineering,Low,Remote,5,6,1,200,0
Consultant,1,Customer Support,Medium,Office,45,4,7,145,0
Executive,11,Sales,High,Remote,54,6,8,147,0
Assistant,4,Marketing,High,Remote,74,2,9,201,0
Director,21,Marketing,Low,Office,94,6,7,252,1
Assistant,16,Customer Support,High,Remote,54,5,8,142,0
Executive,13,Customer Support,High,Office,84,5,3,154,0
Executive,27,Sales,Low,Office,56,1,10,261,1
Executive,26,Marketing,Medium,Remote,85,1,1,164,0
Manager,21,Sales,Medium,Office,62,6,2,255,0
Assistant,9,Marketing,Medium,Office,0,0,7,140,0
Assistant,2,Customer Support,High,Remote,20,8,4,256,0
Consultant,3,Marketing,High,Office,19,2,10,259,0
Consultant,5,Marketing,Low,Office,72,5,3,296,0
Consultant,23,Marketing,High,Remote,90,2,2,133,0
Executive,30,Sales,High,Office,28,8,10,158,0
Assistant,24,Sales,Medium,Office,42,9,2,288,1
Executive,21,Marketing,High,Remote,96,6,9,279,1
Manager,15,Engineering,High,Remote,44,0,9,162,0
Consultant,6,Sales,High,Office,64,3,6,253,0
Executive,14,Customer Support,Low,Office,2,4,10,111,0
Executive,29,Customer Support,High,Office,95,6,7,121,0
Manager,20,Marketing,Low,Remote,19,6,4,300,0
Director,29,Customer Support,Medium,Office,80,4,7,155,0
Assistant,27,Sales,High,Remote,36,0,8,105,0
Director,30,Engineering,Low,Office,37,4,3,135,0
Consultant,24,Engineering,Medium,Office,73,4,1,225,0
Executive,19,Engineering,High,Remote,44,3,4,286,0
Manager,25,Customer Support,Low,Office,92,5,1,158,0
Manager,10,Marketing,Low,Remote,41,7,9,167,0
Assistant,21,Customer Support,Medium,Remote,45,9,1,151,0
Director,20,Marketing,High,Office,59,4,5,219,0
Assistant,0,Engineering,High,Office,95,7,9,295,1
Executive,4,Sales,High,Remote,12,4,10,176,0
Assistant,12,Customer Support,Low,Remote,30,2,9,179,0
Manager,20,Sales,High,Remote,67,7,0,206,0
Manager,13,Engineering,Low,Office,61,3,1,278,0
Consultant,8,Marketing,Low,Office,48,2,4,189,0
Consultant,16,Sales,Medium,Office,17,2,9,196,0
Executive,14,Customer Support,Low,Office,74,5,4,167,0
Director,20,Sales,Medium,Remote,52,7,9,253,1
Assistant,30,Sales,Medium,Remote,17,9,2,172,0
Executive,6,Customer Support,High,Remote,50,4,4,140,0
Consultant,26,Marketing,Medium,Office,40,0,8,232,0
Assistant,21,Customer Support,High,Office,100,0,1,280,1
Consultant,21,Engineering,Medium,Office,96,2,5,265,1
Assistant,11,Marketing,Low,Remote,100,5,7,215,0
Director,22,Sales,High,Remote,66,1,2,192,0
Executive,5,Customer Support,Low,Remote,64,0,1,201,0
Assistant,20,Engineering,High,Remote,82,6,10,203,0
Manager,15,Customer Support,Low,Office,5,1,0,191,0
Manager,25,Marketing,Medium,Office,73,7,0,280,1
Assistant,4,Engineering,High,Office,36,1,10,283,0
Assistant,8,Sales,High,Remote,11,10,3,118,0
Assistant,13,Marketing,High,Remote,80,0,5,217,0
Manager,7,Engineering,Medium,Remote,90,9,6,164,0
Manager,13,Marketing,Low,Remote,1,1,7,168,0
Assistant,11,Sales,Medium,Office,52,1,7,152,0
Consultant,30,Engineering,Medium,Office,24,6,9,246,0
Consultant,9,Customer Support,Medium,Remote,27,0,0,165,0
Director,29,Customer Support,Low,Office,44,2,7,275,1
Executive,19,Sales,Medium,Remote,36,4,9,165,0
Consultant,19,Engineering,High,Remote,100,6,0,300,1
Manager,25,Sales,Medium,Remote,16,5,2,117,0
Consultant,20,Sales,Low,Remote,68,7,4,179,0
Director,12,Marketing,High,Remote,55,0,10,138,0
Director,28,Customer Support,Low,Office,57,6,9,226,0
Executive,18,Sales,Medium,Office,82,8,9,300,1
Consultant,14,Marketing,Low,Office,3,6,7,150,0
Manager,7,Sales,High,Office,54,5,7,226,0
Manager,22,Sales,Low,Office,48,8,5,250,0
Assistant,20,Sales,High,Office,37,3,3,260,0
Manager,9,Customer Support,High,Remote,44,9,3,287,0
Executive,2,Engineering,Medium,Remote,29,5,7,286,0
Executive,30,Customer Support,Medium,Office,95,5,10,197,1
Manager,20,Marketing,High,Remote,36,9,2,253,0
Manager,2,Engineering,Low,Remote,55,2,7,244,0
Assistant,25,Marketing,High,Remote,26,6,3,280,0
Manager,4,Sales,Medium,Office,31,0,9,177,0
Assistant,15,Engineering,Low,Office,10,10,8,270,0
Assistant,16,Marketing,High,Office,57,7,1,147,0
Manager,5,Sales,Medium,Remote,76,7,9,181,0
Director,25,Marketing,High,Office,34,7,0,247,0
Director,19,Marketing,High,Office,16,8,3,262,0
Assistant,19,Customer Support,High,Office,29,3,8,132,0
Manager,15,Sales,Low,Remote,17,5,6,180,0
Director,23,Customer Support,Medium,Office,100,10,8,198,1
Manager,1,Engineering,Medium,Office,29,6,8,101,0
Manager,19,Sales,High,Office,89,1,9,261,1
Manager,14,Customer Support,High,Remote,15,5,8,175,0
Consultant,17,Customer Support,High,Office,74,7,8,189,0
Manager,0,Engineering,Low,Office,53,3,6,225,0
Consultant,25,Marketing,Medium,Remote,3,4,7,259,0
Assistant,28,Marketing,High,Office,14,7,1,120,0
Director,28,Marketing,Medium,Office,75,2,8,104,0
Director,18,Engineering,High,Office,26,5,1,127,0
Director,11,Customer Support,Medium,Office,3,0,7,186,0
Director,7,Sales,High,Remote,34,3,1,147,0
Director,5,Engineering,Low,Remote,84,5,10,195,0
Director,11,Marketing,High,Remote,62,2,7,296,0
Director,6,Marketing,High,Office,99,0,2,198,0
Assistant,17,Sales,High,Office,65,5,1,169,0
Manager,21,Engineering,High,Office,38,2,5,182,0
Executive,13,Marketing,High,Office,27,7,5,267,0
Consultant,7,Engineering,Medium,Remote,33,6,0,105,0
Executive,23,Customer Support,Medium,Office,32,10,6,241,0
Executive,19,Engineering,Low,Remote,49,6,10,218,0
Manager,21,Customer Support,High,Office,59,7,0,224,0
Manager,13,Sales,Medium,Office,71,6,3,166,0
Manager,4,Customer Support,Medium,Remote,71,4,5,238,0
Director,8,Customer Support,High,Office,41,9,7,266,0
Assistant,7,Sales,High,Office,85,7,10,268,1
Director,1,Marketing,Low,Office,90,7,10,123,0
Assistant,27,Sales,Low,Office,27,10,7,270,1
Assistant,15,Engineering,Medium,Remote,74,7,9,208,0
Executive,12,Sales,Low,Office,26,9,6,194,0
Executive,6,Engineering,Medium,Remote,0,5,10,253,0
Assistant,15,Marketing,Low,Remote,91,1,4,128,0
Assistant,6,Engineering,High,Office,90,7,5,101,0
Director,26,Sales,Low,Office,7,9,7,129,0
Director,13,Sales,Medium,Remote,45,0,2,210,0
Executive,13,Marketing,Low,Remote,23,8,5,173,0
Manager,11,Sales,Medium,Office,39,8,3,175,0
Assistant,0,Marketing,Medium,Office,50,5,2,284,0
Director,0,Marketing,Low,Remote,99,9,2,217,0
Executive,11,Sales,Low,Office,23,5,3,286,0
Director,19,Customer Support,Medium,Office,21,5,5,118,0
Assistant,20,Engineering,High,Remote,73,10,10,153,0
Assistant,14,Customer Support,Low,Office,67,3,0,297,0
Consultant,3,Marketing,Medium,Remote,7,0,1,219,0
Manager,6,Engineering,High,Office,57,0,3,250,0
Consultant,15,Customer Support,Medium,Remote,14,0,9,194,0
Executive,2,Sales,Low,Remote,7,4,8,132,0
Director,6,Customer Support,Medium,Remote,92,6,7,165,0
Executive,28,Engineering,Medium,Remote,41,0,9,238,0
Assistant,23,Engineering,Medium,Remote,38,0,7,189,0
Consultant,21,Engineering,Low,Office,34,10,10,245,1
Consultant,5,Engineering,High,Office,40,5,6,164,0
Consultant,15,Customer Support,High,Remote,47,10,5,259,0
Executive,23,Sales,High,Remote,77,1,6,231,0
Assistant,7,Sales,High,Remote,95,1,5,185,0
Director,22,Engineering,Low,Remote,70,6,2,135,0
Director,21,Sales,Medium,Remote,43,8,5,284,1
Executive,5,Customer Support,High,Office,96,7,6,213,0
Consultant,9,Sales,High,Remote,34,1,5,260,0
Manager,15,Marketing,Low,Office,26,6,10,241,0
Executive,10,Sales,Medium,Remote,64,4,1,275,0
Executive,12,Engineering,Medium,Remote,69,10,5,136,0
Assistant,28,Sales,High,Office,65,9,1,232,0
Director,5,Sales,High,Remote,70,3,0,149,0
Executive,23,Sales,Medium,Remote,71,9,9,288,1
Executive,0,Sales,Low,Office,62,3,9,168,0
Consultant,20,Marketing,Medium,Office,92,3,9,200,0
Consultant,18,Customer Support,Medium,Remote,79,8,4,265,1
Manager,11,Engineering,High,Office,28,6,3,273,0
Assistant,23,Engineering,Low,Remote,30,6,8,197,0
Manager,26,Sales,Low,Office,63,3,8,242,0
Consultant,5,Customer Support,Low,Remote,85,8,8,136,0
Director,29,Sales,High,Office,52,7,2,126,0
Consultant,17,Marketing,Low,Remote,73,9,9,211,0
Assistant,30,Customer Support,Low,Office,67,3,2,100,0
Consultant,12,Customer Support,High,Office,24,5,2,256,0
Assistant,6,Customer Support,Medium,Remote,12,3,10,224,0
Assistant,22,Customer Support,Low,Remote,80,0,9,299,1
Assistant,12,Sales,Medium,Remote,39,4,4,234,0
Assistant,20,Marketing,Low,Office,71,9,5,128,0
Assistant,7,Customer Support,Medium,Remote,86,10,5,258,1
Director,29,Engineering,Medium,Remote,6,2,2,137,0
Manager,20,Engineering,High,Office,31,0,1,107,0
Executive,16,Marketing,High,Office,23,1,5,194,0
Manager,8,Engineering,Low,Remote,0,1,3,264,0
Assistant,19,Sales,Low,Remote,46,7,8,286,1
Director,12,Sales,High,Office,50,3,1,281,0
Consultant,1,Marketing,Low,Office,35,2,3,285,0
Director,3,Customer Support,Low,Remote,26,3,10,195,0
Assistant,29,Engineering,High,Office,69,9,10,125,0
Director,28,Engineering,Medium,Office,41,0,1,275,0
Director,24,Marketing,Low,Remote,94,0,4,212,0
Assistant,1,Marketing,High,Remote,75,4,2,110,0
Director,3,Engineering,Low,Remote,89,6,3,122,0
Executive,17,Customer Support,Low,Office,88,8,8,261,1
Executive,4,Marketing,High,Remote,67,6,9,132,0
Director,18,Sales,High,Office,69,10,10,229,1
Consultant,9,Engineering,Low,Office,12,4,4,212,0
Assistant,17,Marketing,Low,Office,24,2,8,160,0
Executive,29,Marketing,Medium,Office,94,7,4,231,1
Consultant,24,Marketing,Medium,Remote,21,6,9,111,0
Director,20,Engineering,High,Office,98,3,8,256,1
Consultant,9,Sales,Low,Remote,20,0,7,206,0
Manager,4,Sales,High,Office,14,2,0,202,0
Executive,16,Engineering,High,Office,66,10,2,269,0
Director,21,Marketing,Low,Remote,36,7,4,284,0
Assistant,12,Engineering,Medium,Remote,44,1,2,277,0
Director,22,Engineering,High,Remote,25,8,9,165,0
Assistant,16,Marketing,High,Remote,80,3,0,234,0
Director,8,Engineering,Low,Remote,54,6,10,224,0
Consultant,23,Customer Support,Medium,Remote,49,9,1,156,0
Consultant,11,Sales,Medium,Office,34,6,1,145,0
Consultant,13,Customer Support,Low,Remote,40,7,3,121,0
Manager,13,Customer Support,High,Office,71,6,5,238,0
Assistant,7,Customer Support,Low,Office,10,10,1,260,0
Consultant,22,Engineering,Low,Remote,87,3,5,281,1
Manager,4,Marketing,Medium,Office,7,6,10,247,0
Assistant,18,Engineering,High,Office,53,4,0,104,0
Director,30,Sales,High,Remote,93,9,7,167,0
Manager,27,Engineering,Medium,Remote,0,6,2,113,0
Executive,13,Engineering,High,Office,97,2,7,230,0
Manager,8,Engineering,High,Remote,19,9,2,213,0
Manager,29,Engineering,Low,Remote,99,10,0,285,1
Assistant,6,Customer Support,Low,Office,33,6,3,126,0
Director,26,Marketing,Low,Remote,56,6,2,103,0
Executive,25,Sales,High,Remote,97,1,7,227,0
Consultant,25,Sales,High,Remote,12,7,0,294,0
Consultant,7,Sales,High,Office,53,6,8,163,0
Manager,13,Engineering,High,Office,52,8,10,185,0
Assistant,21,Sales,Medium,Remote,51,3,8,269,0
Assistant,27,Customer Support,Medium,Remote,5,8,5,256,0
Consultant,13,Marketing,High,Remote,35,0,4,179,0
Executive,10,Engineering,Low,Office,24,4,10,262,0
Director,13,Engineering,Low,Office,90,9,4,118,0
Executive,20,Customer Support,Medium,Remote,57,6,5,215,0
Director,30,Sales,Medium,Remote,54,3,6,193,0
Consultant,7,Engineering,High,Office,94,6,7,168,0
Director,2,Engineering,High,Remote,2,8,2,130,0
Assistant,27,Customer Support,High,Remote,27,4,9,270,0
Manager,28,Customer Support,High,Office,67,4,0,194,0
Manager,28,Sales,High,Remote,80,1,4,300,1
Consultant,22,Marketing,Low,Remote,37,4,10,248,0
Assistant,17,Marketing,Low,Office,33,7,0,209,0
Executive,2,Sales,High,Remote,83,3,1,292,0
Assistant,30,Marketing,Low,Office,12,1,7,261,0
Manager,12,Customer Support,High,Office,4,7,2,288,0
Manager,11,Customer Support,High,Office,59,3,10,135,0
Assistant,14,Customer Support,Medium,Remote,87,4,9,140,0
Assistant,17,Marketing,Low,Remote,16,6,3,261,0
Manager,4,Marketing,Low,Remote,56,10,10,252,0
Executive,6,Engineering,Medium,Remote,30,4,5,284,0
Consultant,10,Engineering,Low,Office,91,9,7,164,0
Consultant,25,Engineering,Medium,Office,64,3,0,175,0
Assistant,26,Marketing,Low,Office,65,6,1,223,0
Consultant,10,Engineering,High,Remote,32,3,10,121,0
Manager,26,Customer Support,Medium,Office,92,9,5,287,1
Manager,14,Marketing,High,Office,3,3,7,281,0
Assistant,9,Sales,High,Remote,81,1,7,220,0
Assistant,14,Marketing,Low,Remote,54,4,2,121,0
Assistant,30,Engineering,Medium,Office,23,7,3,288,1
Executive,30,Marketing,High,Remote,31,3,9,225,0
Consultant,12,Engineering,High,Remote,72,10,3,293,1
Assistant,13,Engineering,Medium,Remote,46,1,3,272,0
Director,16,Sales,Low,Office,15,8,1,299,0
Director,12,Sales,High,Office,20,5,5,168,0
Manager,9,Customer Support,Low,Office,93,2,7,291,1
Consultant,24,Engineering,Medium,Office,66,9,8,109,0
Assistant,0,Marketing,Low,Office,96,10,0,294,1
Director,0,Sales,Medium,Office,30,4,0,110,0
Consultant,29,Sales,Low,Office,13,5,8,255,0
Manager,14,Engineering,Low,Office,5,8,10,104,0
Executive,15,Marketing,High,Remote,68,4,3,111,0
Consultant,11,Sales,Low,Remote,28,8,10,143,0
Consultant,25,Sales,High,Office,54,0,6,208,0
Executive,23,Marketing,Medium,Remote,36,9,1,192,0
Consultant,5,Sales,Medium,Remote,58,3,9,189,0
Manager,5,Marketing,High,Office,35,0,0,128,0
Manager,11,Engineering,Low,Office,84,1,10,135,0
Executive,24,Sales,Medium,Office,75,1,6,134,0
Assistant,14,Engineering,Medium,Remote,58,9,5,212,0
Director,3,Marketing,Medium,Remote,86,10,2,107,0
Assistant,23,Engineering,High,Office,77,4,9,115,0
Consultant,3,Engineering,Medium,Office,63,0,3,142,0
Director,29,Engineering,Medium,Remote,42,9,0,168,0
Executive,1,Customer Support,Medium,Office,41,2,6,243,0
Executive,26,Marketing,Medium,Office,73,10,8,155,0
Director,30,Marketing,High,Remote,59,5,0,140,0
Manager,23,Marketing,High,Remote,61,0,1,176,0
Director,11,Marketing,Low,Office,63,10,1,107,0
Consultant,6,Marketing,Medium,Remote,90,0,5,153,0
Manager,19,Sales,High,Remote,57,2,4,189,0
Executive,8,Sales,Low,Office,1,8,5,219,0
Director,30,Sales,Low,Office,77,1,0,232,0
Assistant,8,Engineering,Medium,Office,70,5,5,108,0
Assistant,7,Engineering,Low,Office,80,2,10,293,1
Consultant,13,Marketing,High,Office,83,5,5,170,0
Assistant,0,Customer Support,Low,Office,7,10,6,129,0
Director,22,Marketing,Low,Office,55,10,1,180,0
Director,20,Sales,High,Remote,83,6,5,207,0
Assistant,22,Marketing,Low,Office,35,6,8,194,0
Director,11,Engineering,Low,Remote,68,1,8,164,0
Consultant,24,Marketing,Low,Office,12,2,1,129,0
Manager,1,Sales,Low,Office,38,3,4,146,0
Consultant,12,Marketing,Medium,Office,80,7,6,194,0
Consultant,29,Engineering,Medium,Office,5,4,4,187,0
Director,26,Customer Support,High,Office,18,0,2,258,0
Manager,3,Sales,Low,Office,24,8,0,287,0
Director,19,Marketing,High,Remote,2,0,6,174,0
Executive,17,Engineering,Medium,Office,52,1,7,205,0
Director,18,Sales,Low,Office,27,6,5,179,0
Director,15,Sales,Low,Office,25,10,6,236,0
Director,26,Engineering,Medium,Remote,46,2,8,281,1
Manager,13,Marketing,Low,Remote,7,5,1,160,0
Director,29,Marketing,Low,Office,56,7,4,291,1
Manager,28,Marketing,Medium,Office,54,4,2,196,0
Assistant,7,Sales,High,Office,78,0,1,105,0
Executive,11,Customer Support,High,Office,0,9,2,144,0
Manager,8,Sales,Low,Office,39,2,3,164,0
Assistant,5,Marketing,Medium,Remote,22,10,1,136,0
Manager,25,Sales,High,Office,99,1,1,189,0
Manager,17,Customer Support,High,Remote,53,5,7,300,1
Executive,1,Sales,Low,Remote,41,4,2,244,0
Consultant,22,Engineering,High,Office,79,6,2,201,0
Consultant,7,Marketing,Medium,Remote,49,1,3,209,0
Manager,23,Marketing,High,Office,3,5,10,252,0
Director,13,Marketing,Medium,Remote,7,10,4,149,0
Assistant,5,Sales,Medium,Office,35,4,2,222,0
Director,9,Sales,Low,Office,9,5,5,170,0
Director,7,Sales,High,Office,29,4,9,210,0
Manager,29,Marketing,Low,Office,99,6,2,130,0
Manager,30,Sales,High,Remote,15,4,7,259,0
Manager,16,Marketing,Low,Remote,29,6,3,214,0
Manager,24,Sales,Low,Remote,63,0,4,147,0
Consultant,28,Marketing,Low,Office,73,8,2,244,1
Manager,11,Engineering,High,Office,10,5,4,288,0
Consultant,16,Sales,Low,Remote,33,8,10,284,1
Consultant,12,Marketing,Medium,Office,79,0,6,156,0
Manager,18,Engineering,High,Office,54,1,2,297,0
Executive,11,Engineering,Medium,Remote,82,6,2,260,0
Assistant,15,Customer Support,Low,Office,3,3,0,246,0
Director,24,Sales,Low,Remote,48,9,1,114,0
Consultant,30,Marketing,Medium,Office,43,0,3,262,0
Assistant,26,Customer Support,Low,Office,30,4,8,276,0
Executive,4,Sales,High,Remote,47,3,2,263,0
Director,24,Engineering,Medium,Remote,98,5,9,153,0
Director,15,Sales,High,Remote,97,6,4,135,0
Consultant,24,Marketing,High,Remote,25,10,8,152,0
Manager,5,Engineering,High,Remote,69,2,3,287,0
Executive,10,Customer Support,Low,Office,96,5,3,173,0
Consultant,16,Sales,Low,Remote,90,1,5,143,0
Executive,25,Sales,Medium,Office,11,9,6,132,0
Manager,22,Customer Support,Medium,Office,44,3,10,271,1
Manager,13,Sales,High,Remote,7,9,5,154,0
Consultant,5,Sales,Low,Remote,8,8,10,143,0
Manager,24,Sales,Low,Office,0,6,3,150,0
Assistant,22,Engineering,Low,Remote,4,1,6,198,0
Director,29,Engineering,Medium,Remote,70,5,10,185,0
Consultant,27,Marketing,Low,Office,81,3,9,150,0
Executive,10,Sales,High,Office,53,7,2,234,0
Assistant,11,Marketing,High,Remote,23,7,2,228,0
Consultant,12,Engineering,High,Office,25,0,6,240,0
Manager,3,Sales,Low,Office,9,7,5,300,0
Manager,6,Marketing,High,Office,60,9,1,147,0
Manager,1,Sales,High,Office,39,6,0,226,0
Manager,5,Sales,Medium,Office,43,0,5,213,0
Executive,30,Customer Support,Medium,Office,11,2,8,183,0
Assistant,5,Marketing,Low,Office,21,4,2,274,0
Director,17,Engineering,Low,Office,26,2,8,146,0
Executive,29,Marketing,Low,Office,66,2,5,109,0
Executive,19,Marketing,Low,Office,81,0,3,125,0
Director,7,Marketing,Low,Remote,68,7,9,149,0
Director,7,Customer Support,Medium,Remote,13,8,9,274,0
Manager,28,Sales,Medium,Remote,24,4,9,271,0
Executive,7,Engineering,Medium,Office,51,0,1,228,0
Consultant,7,Customer Support,High,Office,94,0,8,208,0
Director,0,Engineering,High,Office,84,8,4,162,0
Director,1,Customer Support,Medium,Office,58,0,4,244,0
Assistant,11,Sales,Medium,Office,37,8,1,244,0
Consultant,14,Engineering,Low,Remote,19,2,4,266,0
Consultant,3,Marketing,Medium,Office,77,2,5,142,0
Director,27,Customer Support,Low,Remote,19,3,1,140,0
Manager,24,Engineering,Medium,Remote,55,4,0,114,0
Assistant,2,Sales,Low,Remote,100,5,5,228,0
Consultant,13,Engineering,Medium,Office,29,5,8,157,0
Director,21,Customer Support,Low,Remote,40,9,8,153,0
Consultant,22,Sales,High,Office,83,8,8,232,1
Assistant,7,Marketing,High,Office,70,0,4,161,0
Assistant,12,Customer Support,Low,Remote,62,8,9,226,0
Executive,22,Customer Support,Low,Remote,68,3,0,170,0
Director,18,Sales,High,Remote,94,6,2,145,0
Assistant,21,Customer Support,Medium,Office,28,5,7,189,0
Executive,4,Engineering,Low,Office,78,8,8,292,1
